,Title,Synopsis,Subject,ISBN
982,Adele (Paperback),"[<p>Adele appears to have the perfect life.</p>, <p>A respected journalist, she lives in a flawless Parisian apartment with her surgeon husband and their young son. But beneath the veneer of 'having it all', she is bored - and consumed by an insatiable need for sex, whatever the cost.</p>, <p>Struggling to contain the twin forces of compulsion and desire, she begins to orchestrate her life around her one night stands and extramarital affairs, arriving late to work and lying to her husband about where she's been, until she becomes ensnared in a trap of her own making.</p>]",romantic-fiction,9780571331963
983,The Asylum (Paperback),"[<p><b>'Haunting and mesmerising'</b> - Essie Fox <br/><b>'Vivid, disturbing and visceral'</b> - Ruby Speechley <br/><b>'Utterly compelling'</b> - Kerry Fisher <br/>___________</p>, <p><b>WELCOME TO ANGELTON LUNATIC ASYLUM. ONCE YOU'RE IN, IT'S MURDER GETTING OUT.</b></p>, <p>1906: Maud Lovell has been at Angelton for 5 years.</p>, <p>She can't remember anything about her past or how she got here.</p>, <p>She is told she is hysterical, distressed and untrustworthy. Badly unstable and prone to violence.</p>, <p>But then new a new doctor arrives and Maud is hypnotised.</p>, <p>When she finally remembers what has been done to her, and by whom, her mind turns to her past - and to revenge . . . <br/>___________</p>, <p>WHAT READERS ARE SAYING ABOUT <i>THE ASYLUM</i>:</p>, <p>      'Beautiful ... A fantastic character and a fantastic story. Buy this book'</p>, <p>      'Outstanding gothic psychological thriller!'</p>, <p>      'An assured, beautifully written debut'</p>, <p>      'This quickly made its way into my all-time favourite books, I can't stop thinking about it'</p>, <p>      'Impossible to put down'</p>, <p>      'An evocative and thoughtful exploration of the approach to female mental health in the 1900s. An outstanding debut'</p>, <p>      'Beautifully written and incredibly addictive'</p>, <p>      'Dark story full of twists and turns'</p>, <p>      'Has you hooked within the first few pages. Brilliant story and beautifully written'</p>]",romantic-fiction,9781787395152
984,The Wedding Dress (Paperback),"[<p><b>The story of a family and a special dress, handed down from mother to daughter, during times of fortune, loss, tragedy and victory, by the world's favourite storyteller, Danielle Steel.</b><br/><br/>The Deveraux family were among the most important members of 1920s San Francisco society, and the wedding of their daughter Eleanor to wealthy banker Alexander Allen would be the highlight of the 1929 social calendar. The wedding, held in the family's magnificent Pacific Heights mansion, was everything they'd hoped, and Eleanor's dress was a triumph. Designed by one of the most famous fashion houses in Paris, it was exquisite in every way. But the dream life, along with the most perfect honeymoon in Europe,   was about to come to an end when Alex received news of the Wall Street Crash. It appeared that the family had lost everything . . .<br/><br/>In the years that followed, the Deveraux lived through periods of huge social and political change. What helped to unite them was the beautiful wedding dress, first worn by Eleanor, which remained a family heirloom and continued to hold a special place in the hearts of a family desperate to survive the turmoil and changing fortunes of the times.</p>]",romantic-fiction,9781509878086
985,Before You Knew My Name (Hardback),"[<p>This is not just another novel about a dead girl.</p>, <p>When she arrived in New York on her 18th birthday carrying nothing but $600 cash and a stolen camera, Alice was looking for a fresh start. Now, just one month later, she is the city's latest Jane Doe, an unidentified murder victim.</p>, <p>Ruby Jones is also trying to start over; she travelled halfway around the world only to find herself lonelier than ever. Until she finds Alice Lee's body by the Hudson River.</p>, <p>From this first, devastating encounter, the two women form an unbreakable bond. Alice is sure that Ruby is the key to solving the mystery of her life - and death. And Ruby - struggling to forget what she saw that morning - finds herself unable to let Alice go. Not until she is given the ending she deserves.</p>, <p><em>Before You Knew My Name</em> doesn't ask whodunnit. Instead, this powerful, hopeful novel asks: Who was she? And what did she leave behind? The answers might surprise you.</p>]",romantic-fiction,9780751581645
986,Rent-A-Girlfriend 6 - Rent-A-Girlfriend 6 (Paperback),[],romantic-fiction,9781646510900
987,Threadneedle: Signed Exclusive Edition (Hardback),"[<p><strong>Signed Exclusive Edition - with sprayed edges<br/></strong></p>, <p><b> A standard edition is available <a href=""/book/threadneedle/cari-thomas/9780008407001"">here</a>.</b></p>, <p>Within the boroughs of London, nestled among its streets, hides another city, filled with magic.</p>, <p><em>'Magic and love. Love and magic. They destroy everything in the end ...'</em></p>, <p>Anna's Aunt has always warned her of the dangers of magic. Its twists. Its knots. Its deadly consequences.</p>, <p>Now Anna counts down the days to the ceremony that will bind her magic forever.</p>, <p>Until she meets Effie and Attis.</p>, <p>They open her eyes to a London she never knew existed. A shop that sells memories. A secret library where the librarian feeds off words. A club where revellers lose themselves in a haze of spells.</p>, <p>But as she is swept deeper into this world, Anna begins to wonder if her Aunt was right all along.</p>, <p>Is her magic a gift ... or a curse?</p>]",romantic-fiction,2928377051327
988,The Bane Chronicles - Bane Chronicles (Paperback),"[<p><b>11 stories with comic-strip illustrations about immortal warlock Magnus Bane from Cassandra Clare's Shadowhunter novels</b><br/><br/>The perfect gift for Shadowhunters everywhere. Eleven stories and comic-strip illustrations featuring immortal warlock Magnus Bane. A fan-favourite character from Cassandra Clare's Shadowhunter Chronicles, Magnus features in The Mortal Instruments, The Infernal Devices, Tales from the Shadowhunter Academy, The Dark Artifices and the movie and TV series of <i>City of Bones</i>. Magnus will never be able to tell all of his tales. No one would believe him. But these stories shed a little light on his often inscrutable character. They are stories he probably wishes had never got out.</p>]",romantic-fiction,9781406360585
989,Kane and Abel - Kane and Abel series (Paperback),"[<p><b>Jeffrey Archer's <i>Kane and Abel</i> was a global phenomenon when it was first released, selling over one million copies in its first week of sale, and it has captivated readers worldwide ever since.</b><br/><br/>They had only one thing in common . . . William Lowell Kane and Abel Rosnovski, one the son of a Boston millionaire, the other a penniless Polish immigrant - two men born on the same day on opposite sides of the world, their paths destined to cross in the ruthless struggle to build a fortune.<br/><br/><i>Kane and Abel </i>is the marvellous story, spanning sixty years, of two powerful men linked by an all-consuming hatred, brought together by fate to save . . . and finally destroy . . . each other.<br/><br/>Jeffrey Archer's international bestseller is followed by the enthralling sequel, <i>The Prodigal Daughter</i>.</p>]",romantic-fiction,9781509808694
990,Possession: A Romance (Paperback),[],romantic-fiction,9780099800408
991,Love is Blind (Paperback),"[<p>When Brodie Moncur is offered a job in Paris, he seizes the chance to flee Edinburgh and his tyrannical clergyman father, and begin a wildly different new chapter in his life.</p>, <p>In Paris, a fateful encounter with a famous pianist irrevocably changes his future - and sparks an obsessive love affair with a beautiful Russian soprano, Lika Blum.</p>, <p>Moving from Paris to St Petersburg to Edinburgh and back again, Brodie's love for Lika and its dangerous consequences pursue him around Europe and beyond, during an era of overwhelming change as the 19th century becomes the 20th.</p>, <p><em> Love is Blind</em> is a tale of dizzying passion and brutal revenge; of artistic endeavour and the illusions it creates; of all the possibilities that life can offer, and how cruelly they can be snatched away.</p>, <p>At once an intimate portrait of one man's life and an expansive exploration of the beginning of the twentieth century, <em>Love is Blind </em>is a masterly new novel from one of Britain's best loved storytellers.</p>]",romantic-fiction,9780241295922
992,The Kiss Quotient - The Kiss Quotient series (Paperback),"[<p><b><i>Goodread</i>'s Romance Book of the Year, 2018</b><br/><br/><b>A <i>Washington Post</i> </b><b>Book of the Year, </b><b>2018</b><br/><b>An Amazon</b><b>Book of the Year, </b><b>2018</b><br/><b>Cosmopolitan's <i>33 Books to Get Excited About in 2018</i></b><br/><b><i>Elle</i> Best Summer Reads 2018</b><br/><br/>__________ <br/><br/><b>A heartwarming and refreshing debut novel that proves one thing: there's not enough data in the world to predict what will make your heart tick.</b><br/><br/>It's high time for Stella Lane to settle down and find a husband - or so her mother tells her. This is no easy task for a wealthy, successful woman like Stella, who also happens to have Asperger's. Analyzing data is easy; handling the awkwardness of one-on-one dates is hard. To overcome her lack of dating experience, Stella decides to hire a male escort to teach her how to be a good girlfriend.<br/><br/>Faced with mounting bills, Michael decides to use his good looks and charm to make extra cash on the side. He has a very firm no repeat customer policy, but he's tempted to bend that rule when Stella approaches him with an unconventional proposal.<br/><br/>The more time they spend together, the harder Michael falls for this disarming woman with a beautiful mind, and Stella discovers that love defies logic.<br/><br/><b>Heart-tugging, sexy and utterly joyful - <i>The Kiss Quotient </i>is a book for anyone who has been in love, or in lust...</b></p>]",romantic-fiction,9781786496768
